truth_class,x1,x2,mass
0,0.3367638982204476,1.0833267699602396,0.18532918656785624
1,0.05454850884472188,0.41687054592539363,0.4459454407286817
1,0.28711766531603744,0.4127220308067239,0.6601592613844353
0,0.3680554302076807,-0.7156305644671602,0.9452829051093485
0,0.7944633795350088,-1.009010357977439,0.12102950866880115
0,-0.15553724000853064,0.8677035752064373,0.05370869782063217
0,-0.30830675725020096,1.626956780293799,0.026075840068772452
1,1.4916890731950323,-0.6950955556905282,0.43236860170618446
1,2.044367116908743,0.4812194959737387,0.47649143668776256
1,0.4885034314089399,-0.2511184244314535,0.3588281053290191
1,2.1648163534022444,0.026288672324034472,0.7313156526608622
0,0.6364367703784118,0.7583356234485243,0.39040244909302846
0,0.5920397187549251,0.7930281761472028,0.04360716996142832
0,1.0566910024589626,-0.4234564982532226,0.4301635044697854
0,1.4099694865666932,0.35906993059012116,0.02690267413762013
0,-0.022826880396199248,0.7431013013741906,0.04432337132501476
0,0.0215448733315165,0.9925367398864159,0.04572594768837845
1,0.7041813719074481,-0.5425321878762657,0.6618710533520501
1,0.4366703017987886,0.13385409313541285,0.49624509337556016
0,0.4659512691702852,-0.9830697428567842,0.3624729721377823
1,0.8017505829820027,-0.5196601837652309,0.7150809421387351
1,1.0138865354727629,-0.7759367168256082,0.3130232529071143
0,0.4414306769668869,-0.6683949325987827,0.2953822783880188
1,0.177406324811124,-0.5191968161903757,0.7907654962967885
1,1.9395277734391263,0.171665187451333,0.39633852268821973
0,-0.021430566386272346,-0.9598559893598894,0.05702778574920212
0,-0.09230175251231619,-1.0630311243505368,0.5832762722002927
1,1.7946085401035314,0.24291751375631332,0.46739019615028987
0,0.9051928380866413,0.02693257725783145,0.7626296306271291
0,0.2979054827552186,0.48597335588514196,0.13434875653104233
1,1.2846156683765606,-0.4459757695439512,0.38723872098776957
0,0.7311595595180977,0.28874313827978537,0.6117864028720027
1,1.0400801898482182,-0.714015601906457,0.40588565967261636
1,1.0104998300859236,-0.3575104259785945,0.38721998643913885
0,0.13009345906038286,-1.0132631188104568,0.41202483669498136
1,1.4867263975443121,-0.9169291487643343,0.6947058574307338
0,0.6537968902303654,-0.17469622211167068,0.8295861799920762
1,2.3801272506215656,0.21401983212832076,0.25811610333957796
0,1.230260201378388,-0.7759838154543428,0.6359248988575248
0,0.28296936378783744,-0.7094504812867625,0.6904304183949604
1,1.9644607154607203,-0.03453572858979831,0.2511431679532764
0,0.5723080079016689,-0.28699095100528055,0.09284035642036274
0,0.5564638435942039,-0.5123230259474434,0.03952055786311237
1,1.5269943990715515,-0.4251395400397522,0.6106176309200323
0,0.7824163469173544,-0.3835527539017633,0.26663477025621507
0,0.5284954989833831,-0.5248553057263106,0.45854586680224024
1,2.138560820605209,-0.22834648570621424,0.3431035940425961
0,0.9600422198693884,-0.46517294411055987,0.4413807484862104
1,0.8819284040724513,-0.5093535660132988,0.4970828157601634
0,1.0843808645820139,-0.3632679665531834,0.01724634400096932
0,1.3919398497876583,0.5810412975274152,0.139029809487442
0,0.13130346999258838,-0.3750128424682688,0.41975345225539684
1,1.4799803251659105,0.37444665340438843,0.569032522054485
1,1.8365246114452969,-0.2974842994539879,0.5165033516225646
1,1.7110587119875222,0.47646378522475197,0.739113996516477
1,-0.10501927543478379,-0.2298103960775251,0.50184310926091
0,0.6258296409611264,-0.7254803151004886,0.24211618183992958
1,1.8560714744938513,-0.3449445264864371,0.6305323062460328
1,1.7947036720318976,-0.2865353945297293,0.5781481196276248
1,1.9325539374840761,0.08979385322359294,0.44193326256073145
1,0.6991140977085225,-0.32328975094276513,0.6905066450023002
1,1.2125743856647864,-0.9115523256275988,0.4202018182983928
0,0.5603328947398246,0.38405163891499167,0.5930371549671425
0,0.16620303576108927,1.0631993201138081,0.8903230801312823
0,0.6538043870276106,0.5494206486815693,0.11343282663501728
1,-0.15363577151581376,0.14514901701903082,0.5989346506202051
0,0.42858071558318234,0.45977822435875826,0.39051271421424194
1,1.7908979366396363,0.02248928844171766,0.5340798298796696
0,0.5822840165636904,-0.7800057127336202,0.5578109266012709
1,0.3436129496887664,0.03055464177064765,0.37987942389615115
0,0.4122026050150355,1.2669655535326472,0.5577329846941674
0,1.3038141174168794,-0.48318591588866366,0.40350161138426693
0,1.0963210618015717,0.1473774384883673,0.9460730270054354
0,0.808078661643377,1.1148156540453777,0.11570870141373457
0,0.6476064555996941,0.4946976889840743,0.3553802363798262
0,1.2535199041121465,-0.5567282603828989,0.6016177024959648
1,2.1151968697932384,0.30500732810244574,0.5297548043389738
0,1.316994122365642,-0.26577746423295995,0.39551015327375233
0,0.9658275831016493,-0.6952009252138555,0.08434542298647126
1,1.799237014718578,-0.2018616201932935,0.3503177124713374
0,0.9072130675708426,-0.8014025086235108,0.633171568390377
0,1.1211388553003732,0.05052812603220369,0.9331509371920431
1,0.45406543596998955,-0.7730734748015344,0.40652410331371835
1,0.5612160271201696,-0.17126427779269593,0.6205083235438867
0,-0.3951461484741322,-1.194590606691749,0.37021302337067763
1,1.1989074506014186,-0.8606541773657586,0.5753432122967186
0,0.8399698483053637,0.15109211124445282,0.03895174862323049
0,1.3560824088179269,-0.7642615030447572,0.7968779736745029
0,0.6963881933939813,0.369244919949707,0.44332147650461184
0,0.37644358692710667,1.0300288364328138,0.9524250223462173
1,0.8287176380986602,-0.3038856210581905,0.536210294054549
0,0.9796137302338714,0.7749665426207825,0.9247213979712271
0,1.0169698241929206,0.13881188911950437,0.18837534069429615
1,0.3618958240147617,0.26449874334835516,0.5234857498164764
1,1.3882505124358497,0.10220401410429658,0.5697577556298726
1,0.3330122879772338,0.1711593162152138,0.5384316889075347
0,0.2356938263297721,0.6244687124075358,0.3194171500328536
1,2.071472822793996,-0.02958770506008176,0.5637183782142182
1,1.7849346621435014,-0.3736946821605476,0.151385704087665
0,0.7721392646606082,-0.4313100468588763,0.10267758277242828
0,0.14655416696276213,-1.0411095263459473,0.8234133992472992
0,0.9429358374844855,-0.9937863435534644,0.5019229724189258
1,-0.08365945323600972,0.9874274504904951,0.3210253219613589
1,1.3665829851529623,-0.6642653725086034,0.6303481226018897
1,1.2116076810913632,-0.7692616211075292,0.47280318313045006
1,0.44467078003969635,-0.35657185271540237,0.47794678066975255
1,1.6976114093058565,-0.24979702470221654,0.5715605325567228
1,0.4696687923622628,-0.6109046933427609,0.4500197116798137
0,0.5142093533541225,1.0467225716898914,0.8131282946787439
0,0.6267446815612631,-0.7397373890108071,0.979168436693623
0,1.0681750496969846,0.8694468272321986,0.9922765929508482
1,1.327046398077142,-0.6940264334168629,0.4505891998196112
0,0.6660906971514581,0.21125280206144326,0.11442083271118131
1,0.1529592714072579,-0.082283185198262,0.46603552568082873
0,0.7209419408567632,-0.6756509562603011,0.5669116645739183
1,0.6711985338432847,-0.45349945586558854,0.6798778316368902
1,-0.2254062835114795,-0.08786022064173409,0.4336239880102872
1,0.49044605544884506,-0.3342580054878399,0.30714988969909507
1,1.5365419479649511,0.11013134040773881,0.852345275264834
1,2.0664499686469138,0.5192386352353009,0.3077089276333831
1,1.8103851705568883,-0.1496606316793104,0.5928761022521505
0,0.8146576092388447,0.2648278163723586,0.2220181087888002
1,1.5860120097906139,-0.050720340204349984,0.642882438097637
1,1.8622034086842765,-0.13615508788685454,0.647484243645885
0,1.0008445237277772,0.7801871376666056,0.08366201532027313
0,0.6847007245550261,-1.0527557719765366,0.15383929266984855
0,0.47593480650507425,1.0607887970209402,0.1913876409910297
0,1.1982254371583783,0.45497248429021436,0.769094592379237
0,0.8004042919478191,-0.32267346386667917,0.13917270268779258
1,-0.4684882894313739,-0.2515819032302707,0.2907458214362064
0,0.6657515020692373,-0.8347962466932004,0.37842607420837393
1,0.1423086916085205,-0.45767001359257,0.42649068900482523
0,0.7721586373224237,0.8392413080451082,0.36263876963167985
1,0.11140331156331926,0.590675576520687,0.7458735223148567
1,1.1041667795264067,-0.8418131770176989,0.7349600005670391
0,1.3521511982493633,-0.01884924320590914,0.5511632455910748
0,0.7092424826047119,0.03822715319077019,0.542162221930046
0,0.7120001774455854,0.5337958391866235,0.543508992243878
1,1.5332447538841327,-0.31446354805358706,0.40812997389847855
0,0.7667960245167756,1.134465264074754,0.41388789289009426
1,2.0623124213326096,-0.029380809737961422,0.66332503797522
1,0.6771509578660835,-0.416914933259859,0.5068693388306846
0,0.31144182700418016,-1.033797010992479,0.0478400571284707
1,2.6083611471501675,0.24788598662893088,0.377247670809829
0,0.34310753772488006,-0.22991688533646948,0.33793513441164275
0,0.8930216184980485,0.4074062859470743,0.4598005386813263
0,0.8031311633847982,-0.30981029650029934,0.3944378257258001
0,0.41824962837408847,-1.2807251025507442,0.6588024159807166
1,0.34670671478657106,-0.5546100772634017,0.6007703127944392
0,0.6829736533501038,-0.8192708975876017,0.08549191342934243
1,1.3735119874730222,-0.23627614166309988,0.7368079512666442
0,0.6490395242471753,0.7139659934272288,0.07087134042323925
