truth_class,x1,x2,mass
1,0.6627753785505506,0.2328897378990889,0.6009706373769231
0,0.2508193153309881,-1.0199188270642776,0.2382847849953956
0,0.34322386754828266,-0.7356819875416194,0.36622792873241516
0,0.9014442742748718,0.3397785895815445,0.7380048956274945
0,0.22185072090280739,0.7983794752767548,0.6233546741851287
0,0.7175150210256762,1.1064335226467052,0.9065433343857768
1,0.23762203194427023,-0.28418036697609644,0.4665696323485068
0,0.6538728739938607,-0.27626657624480405,0.18170193762187278
0,0.04592787571515225,-1.5162393354153207,0.9328012410429596
0,0.3671815457622081,-0.8162104358324679,0.38390912929961185
0,0.990826731952214,-0.020619256898906563,0.006413296850964942
0,0.22857181059021814,-0.7526705553586422,0.31925120262352286
0,-0.44205890224035604,-1.1857965749782762,0.4260937426732655
0,0.7919888925486479,0.12210606742439561,0.7614260743640364
1,1.2697331478540486,0.16650145003887523,0.7912602976220267
0,0.3726797913852658,1.123584750171565,0.7570397155547396
1,1.1561994479754816,0.09071262367310412,0.5293848424978345
0,1.1086901959116064,-0.5915296857349912,0.05629806925424279
1,1.0572843263303486,-0.6930087642409357,0.24953460464726523
1,0.15575909264766657,0.19491700679976054,0.14690130631160625
0,0.7263958536230765,-0.4947006561086281,0.3919776498802691
1,0.6766037593535147,-0.17355767473928263,0.15689826704117338
1,-0.08006794198502076,-0.44780850161293384,0.41214065399435507
1,0.6036306478371642,-0.6554124928144593,0.46298771576896525
0,0.6741692822212215,0.7372945789435197,0.19631243152758107
0,0.442421796947957,1.0017644046552556,0.5049017001718407
0,0.975284409096215,-0.16395956467585093,0.5677670175040543
0,0.6966252070956236,0.59792934136822,0.01299365521048874
0,0.5888148168175357,-0.7697291081707249,0.3378885040569322
1,0.18598100586242472,0.0001967070126007997,0.3443850483855161
1,0.2772101985391426,0.26508166216750284,0.7956260017947212
0,0.88737215531809,0.34702931324132996,0.021187168093365977
1,2.2673011898599102,0.2456319281498051,0.3043592180545047
1,0.48997015406276256,-0.7532040627709004,0.5492764201824999
1,0.052963629935115,-0.014535058889548761,0.2891504091691578
1,0.6383779422253052,-0.14953211609110534,0.46620494596283973
0,-0.020116242661367745,-1.1810171577923108,0.5276797380777338
1,0.14115024441347157,-0.5587602294403036,0.42576322149948786
1,1.8191558078984877,-0.12329038968148362,0.5556768511009784
1,0.48677706945095595,-0.5131792752160367,0.6699741784400708
0,0.828706693402301,-0.26008425861103573,0.051681865214587175
1,-0.2590557632933192,-0.09255194479079626,0.4404306821247352
1,2.3813466021839433,0.23626802281415638,0.6579428819399095
0,1.0939252605248275,-0.6376540954066,0.8726978389818467
1,1.029746537143105,-0.12766873673874263,0.03952872520101863
0,-0.01662568658146979,-0.3779498306479687,0.24736257344615595
1,0.5690431415248718,-0.2869695194725034,0.6818682672392862
0,0.8254213475674721,0.6834031565742522,0.7723000180744268
0,0.7306339958829945,-0.3251870260640965,0.03158843501672502
1,1.2753946922648878,-0.24378183721972632,0.7050848291585792
1,0.21116155609041726,-0.4040832443650806,0.3246444205272311
1,2.244017767828591,0.6077976919919368,0.5661323346503895
0,0.11583058160538669,-0.6083972857792537,0.0048102697800513315
1,-0.004095266703128028,-0.12926434227896869,0.7750323094120342
0,1.247321578758204,0.2976879777718291,0.9375831690377011
0,0.6273950412563278,-0.2939336547957019,0.3301682845119183
0,0.7799724985725417,-1.2200036866681159,0.9585329880148115
1,0.14968264947413223,-0.20809653046951382,0.51141216672781
0,0.7933614760623146,-0.597344613616285,0.014410254016164173
0,0.16321021289505772,0.7367840835357256,0.01765786914501461
0,0.08910026451684344,0.8494183573761547,0.3953688071194629
0,0.5913026475763667,-0.44474180099416905,0.2634320974276606
0,0.42402423119120647,0.17948542999932934,0.02054848980042667
0,0.19613892350472573,-1.0145138316575422,0.13544404879723196
0,0.2400623723792399,1.2151063096753485,0.29100720553885073
1,1.5865280101964219,0.00924326199899661,0.5194576638373576
1,-0.009583545626056594,0.33291996329799567,0.3373811609102423
0,0.9719483446900165,0.2705666480885424,0.42329072086379294
1,1.5774639876484744,0.1634452248744876,0.33789418118291814
0,0.7153748436379346,1.2589435990479714,0.1128841401498561
1,0.2845105830990328,-0.43660971902714046,0.6300737347494078
1,0.4362804430288269,-0.366818372561672,0.5928083307526927
1,1.6343836716865976,-0.29952196750703125,0.40758910194033315
0,0.6154250749105756,1.1168557114819575,0.15049525246843
0,0.6625656819878766,0.2172235459740085,0.45412203091551295
0,0.5517141258613737,-0.5954513242985742,0.33854373495603235
1,0.47853149108718396,-0.5843172206152768,0.3200896633554372
1,1.273646180388386,-0.41424600938228645,0.1044267334090368
1,1.4395008522721824,0.1880621465676133,0.5320172241899354
1,1.9067209532661007,-0.7744111624142285,0.2279819235957914
1,1.7780094674665008,-0.7672194422370258,0.6234075700638478
1,1.504855644905632,0.519598016745273,0.5686069320299817
0,1.0984077755397343,0.7433190049070595,0.20349959915721494
0,1.1355875029273865,0.8316184102716029,0.6667528084351687
1,1.1890431703019404,-0.2377376576511157,0.8172030077143964
0,0.2771408036585023,1.2893817393318139,0.8354798741562766
1,1.7804615383620976,-0.4287610423959993,0.6976753108856983
1,1.1353963214385898,-0.304571305508222,0.6090060159149384
1,1.7500114396065953,-0.3391416639939887,0.5864775259351211
1,1.5836322808542134,-0.8018366030584524,0.33184771392161394
1,2.1850980615897364,-0.23570517533212101,0.5801117982853707
0,0.5254356600116634,1.025793400732844,0.4297674032239483
1,1.593578638489534,-0.21446980060725293,0.3134324281600037
1,1.3246748659258423,-0.5200118545872661,0.5283644701830171
